benchmark,jobs,infra,initial_divides,online_divides,initial_timeout,timeout_factor,timeout,future_mode,trial,painless_mode,duration,result,family,start_time,end_time,hostname
eq.atree.braun.13,32,gg-local,5,2,5.0,1.5,3600,False,0,default,2827.057778596878,UNSAT,cnc,1613527242.3278651,1613530070.5118732,vsl001
rbcl_xits_09_UNK,16,gg-local,4,2,5.0,1.5,3600,False,0,default,2993.9574081897736,UNSAT,cnc,1613527224.7196622,1613530220.4548664,vsl005
eq.atree.braun.13,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3017.3506379127502,UNSAT,cnc,1613527224.7261655,1613530243.7329223,vsl005
gss-26-s100,4,gg-local,2,2,5.0,1.5,3600,False,0,default,3600.0111722946167,TIMEOUT,cnc,1613527194.4471936,1613530795.9580207,vsl060
ndhf_xits_09_UNS,4,gg-local,2,2,5.0,1.5,3600,False,0,default,3600.0062658786774,TIMEOUT,cnc,1613527194.5840003,1613530799.5214407,vsl060
eq.atree.braun.13,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.0084705352783,TIMEOUT,cnc,1613527205.1390915,1613530806.7052367,vsl060
gss-24-s100,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.0125551223755,TIMEOUT,cnc,1613527205.161554,1613530806.795022,vsl060
ndhf_xits_09_UNS,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.0224573612213,TIMEOUT,cnc,1613527205.2273645,1613530806.8934395,vsl060
gus-md5-14,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.0170526504517,TIMEOUT,cnc,1613527205.210338,1613530806.9516969,vsl060
rbcl_xits_09_UNK,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.0062284469604,TIMEOUT,cnc,1613527205.6744015,1613530807.505751,vsl072
total-5-15-u,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.0150854587555,TIMEOUT,cnc,1613527205.675033,1613530807.8206542,vsl072
sortnet-8-ipc5-h19,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.0059263706207,TIMEOUT,cnc,1613527205.6748707,1613530807.9497674,vsl072
9dlx_vliw_at_b_iq8,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.003863811493,TIMEOUT,cnc,1613527205.0408428,1613530809.1338954,vsl060
9dlx_vliw_at_b_iq9,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3600.0042243003845,TIMEOUT,cnc,1613527205.0581393,1613530809.6461403,vsl060
eq.atree.braun.12,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3592.7742664813995,UNSAT,cnc,1613527224.8782475,1613530819.1756678,vsl005
gss-24-s100,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3600.015400648117,TIMEOUT,cnc,1613527224.7232437,1613530826.4820547,vsl005
ndhf_xits_09_UNS,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3600.0090506076813,TIMEOUT,cnc,1613527224.7139313,1613530826.4985137,vsl005
gus-md5-14,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3600.0318489074707,TIMEOUT,cnc,1613527224.7229831,1613530826.5907257,vsl005
sortnet-8-ipc5-h19,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3600.012472629547,TIMEOUT,cnc,1613527224.8266006,1613530826.8282254,vsl019
total-5-15-u,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3600.015116453171,TIMEOUT,cnc,1613527225.2226949,1613530827.0180879,vsl019
9dlx_vliw_at_b_iq8,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3600.0030188560486,TIMEOUT,cnc,1613527224.0166347,1613530827.3432922,vsl072
9dlx_vliw_at_b_iq9,16,gg-local,4,2,5.0,1.5,3600,False,0,default,3600.003756761551,TIMEOUT,cnc,1613527224.0911858,1613530828.161371,vsl072
9dlx_vliw_at_b_iq8,32,gg-local,5,2,5.0,1.5,3600,False,0,default,3600.0039587020874,TIMEOUT,cnc,1613527241.0616693,1613530844.3871624,vsl019
gus-md5-14,32,gg-local,5,2,5.0,1.5,3600,False,0,default,3600.0236151218414,TIMEOUT,cnc,1613527243.49073,1613530844.9503152,vsl050
ndhf_xits_09_UNS,32,gg-local,5,2,5.0,1.5,3600,False,0,default,3600.0153529644012,TIMEOUT,cnc,1613527243.4902287,1613530844.9555602,vsl050
9dlx_vliw_at_b_iq9,32,gg-local,5,2,5.0,1.5,3600,False,0,default,3600.0045812129974,TIMEOUT,cnc,1613527241.459039,1613530845.7380269,vsl021
sortnet-8-ipc5-h19,32,gg-local,5,2,5.0,1.5,3600,False,0,default,3600.006985425949,TIMEOUT,cnc,1613527896.9122665,1613531498.2720776,vsl002
random_ksat_1.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4190187454223633,SAT,3sat,1613718728.482747,1613718728.9151666,vsl050
random_ksat_20.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.417675256729126,SAT,3sat,1613718728.55498,1613718728.9836826,vsl050
random_ksat_15.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41936230659484863,SAT,3sat,1613718728.4934385,1613718728.9296298,vsl021
random_ksat_11.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4190707206726074,SAT,3sat,1613718728.4948444,1613718728.9296184,vsl021
random_ksat_10.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41965341567993164,SAT,3sat,1613718728.491698,1613718728.929364,vsl021
random_ksat_18.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.8697044849395752,SAT,3sat,1613718728.2529097,1613718729.128845,vsl050
random_ksat_12.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41754961013793945,SAT,3sat,1613718728.9295876,1613718729.380555,vsl021
random_ksat_24.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4180028438568115,SAT,3sat,1613718729.363514,1613718729.7931173,vsl002
random_ksat_25.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.7703080177307129,SAT,3sat,1613718729.3644571,1613718730.147288,vsl002
random_ksat_28.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4352536201477051,SAT,3sat,1613718729.9095871,1613718730.4238951,vsl002
random_ksat_19.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.8237831592559814,SAT,3sat,1613718728.467189,1613718730.3134687,vsl050
random_ksat_29.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.022665023803711,SAT,3sat,1613718730.0893326,1613718731.1329808,vsl002
random_ksat_27.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.7745060920715332,SAT,3sat,1613718729.36299,1613718731.149509,vsl002
random_ksat_26.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.8769514560699463,SAT,3sat,1613718729.3640754,1613718731.2531357,vsl002
random_ksat_2.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41681981086730957,SAT,3sat,1613718730.810164,1613718731.2333314,vsl021
random_ksat_13.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,5.290934085845947,SAT,3sat,1613718728.497935,1613718733.8079233,vsl021
random_ksat_23.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,4.834457159042358,SAT,3sat,1613718729.3605468,1613718734.2077377,vsl002
random_ksat_11.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.4310038089752197,SAT,3sat,1613718728.4976797,1613718734.5462599,vsl021
random_ksat_34.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.31522369384765625,SAT,3sat,1613718734.3171833,1613718734.637584,vsl021
random_ksat_15.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.080787420272827,SAT,3sat,1613718728.4963334,1613718735.2021346,vsl021
random_ksat_35.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.46758246421813965,SAT,3sat,1613718735.1926587,1613718735.6669822,vsl021
random_ksat_12.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.7821364402771,SAT,3sat,1613718728.4992151,1613718735.902701,vsl021
random_ksat_2.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.8982346057891846,SAT,3sat,1613718730.0914066,1613718735.9412947,vsl002
random_ksat_36.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4172823429107666,SAT,3sat,1613718735.8906972,1613718736.3134267,vsl021
random_ksat_10.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.206177711486816,SAT,3sat,1613718727.8282018,1613718736.392823,vsl024
random_ksat_30.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,6.49202036857605,SAT,3sat,1613718731.0908322,1613718737.5995727,vsl021
random_ksat_100.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.020175457000732,UNSAT,3sat,1613718727.8845587,1613718738.2466202,vsl083
random_ksat_31.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,6.7401580810546875,SAT,3sat,1613718731.5125644,1613718738.3162346,vsl050
random_ksat_20.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.344004154205322,SAT,3sat,1613718728.5400143,1613718738.6340039,vsl050
random_ksat_39.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4178957939147949,SAT,3sat,1613718738.2717152,1613718738.6945958,vsl024
random_ksat_33.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,5.540560007095337,UNSAT,3sat,1613718732.564477,1613718739.3961282,vsl050
random_ksat_32.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,5.988776206970215,UNSAT,3sat,1613718731.708054,1613718739.438776,vsl050
random_ksat_36.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.482480525970459,SAT,3sat,1613718735.1811233,1613718739.6879241,vsl002
random_ksat_27.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,8.25835657119751,SAT,3sat,1613718729.3607938,1613718739.9446244,vsl002
random_ksat_31.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.7433762550354,SAT,3sat,1613718731.153535,1613718740.1229596,vsl021
random_ksat_24.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,8.654602527618408,SAT,3sat,1613718729.3637486,1613718740.3316042,vsl002
random_ksat_29.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,8.453433275222778,SAT,3sat,1613718730.0540726,1613718740.3761587,vsl002
random_ksat_17.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.446743965148926,SAT,3sat,1613718728.496761,1613718740.663875,vsl021
random_ksat_14.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.703131914138794,UNSAT,3sat,1613718728.495971,1613718740.9332936,vsl021
random_ksat_34.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.638427495956421,SAT,3sat,1613718731.9215152,1613718741.437077,vsl002
random_ksat_44.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41791462898254395,SAT,3sat,1613718741.2973266,1613718741.719762,vsl021
random_ksat_26.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,10.212005853652954,SAT,3sat,1613718729.36103,1613718741.887548,vsl002
random_ksat_22.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,10.711853265762329,UNSAT,3sat,1613718728.5662315,1613718742.0126183,vsl050
random_ksat_46.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.2207870483398438,SAT,3sat,1613718742.4095702,1613718743.669356,vsl021
random_ksat_37.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.238369464874268,UNSAT,3sat,1613718736.4491796,1613718743.8000875,vsl021
random_ksat_19.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,14.474825382232666,SAT,3sat,1613718728.2742267,1613718745.1841295,vsl050
random_ksat_47.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9701504707336426,SAT,3sat,1613718744.243493,1613718745.2199695,vsl021
random_ksat_44.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.531158447265625,SAT,3sat,1613718740.9472578,1613718745.676248,vsl002
random_ksat_38.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,8.195621967315674,SAT,3sat,1613718736.6032743,1613718745.8574207,vsl021
random_ksat_35.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,10.050283432006836,SAT,3sat,1613718734.7844236,1613718745.907936,vsl021
random_ksat_23.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,15.33396863937378,SAT,3sat,1613718728.5665488,1613718746.6417475,vsl050
random_ksat_4.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41742396354675293,SAT,3sat,1613718746.502006,1613718746.925299,vsl002
random_ksat_49.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9206235408782959,SAT,3sat,1613718746.300075,1613718747.2256753,vsl050
random_ksat_13.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,16.029273748397827,SAT,3sat,1613718728.500118,1613718747.1534467,vsl021
random_ksat_3.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.694456100463867,UNSAT,3sat,1613718738.7700825,1613718747.5529506,vsl021
random_ksat_42.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.088700771331787,UNSAT,3sat,1613718740.3986986,1613718747.7078397,vsl050
random_ksat_51.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4174356460571289,SAT,3sat,1613718747.78482,1613718748.207051,vsl002
random_ksat_54.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.31633973121643066,SAT,3sat,1613718749.777161,1613718750.1002111,vsl002
random_ksat_25.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,17.344757556915283,SAT,3sat,1613718729.363228,1613718749.0086331,vsl002
random_ksat_43.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.944833755493164,UNSAT,3sat,1613718740.935121,1613718749.0598533,vsl021
random_ksat_47.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,5.24489688873291,SAT,3sat,1613718742.7676032,1613718749.1522007,vsl002
random_ksat_18.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,19.300076246261597,SAT,3sat,1613718728.2499368,1613718749.4620194,vsl050
random_ksat_21.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,18.190115690231323,UNSAT,3sat,1613718728.5560498,1613718749.4793403,vsl050
random_ksat_48.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.1347784996032715,UNSAT,3sat,1613718744.3780372,1613718749.4610045,vsl021
random_ksat_16.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,18.488338947296143,UNSAT,3sat,1613718728.495479,1613718749.6115377,vsl021
random_ksat_1.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,19.267548322677612,SAT,3sat,1613718728.4670248,1613718750.4477534,vsl050
random_ksat_30.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,17.79292345046997,SAT,3sat,1613718730.8384564,1613718750.5535066,vsl021
random_ksat_56.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41649770736694336,SAT,3sat,1613718750.306581,1613718750.7308357,vsl021
random_ksat_46.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.902180910110474,SAT,3sat,1613718742.3136878,1613718751.481972,vsl002
random_ksat_57.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4205632209777832,SAT,3sat,1613718751.1087658,1613718751.546006,vsl050
random_ksat_45.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,8.903268575668335,SAT,3sat,1613718742.1647503,1613718752.2600434,vsl002
random_ksat_4.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,5.296015024185181,SAT,3sat,1613718746.597683,1613718752.953011,vsl021
random_ksat_55.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,3.078394889831543,SAT,3sat,1613718750.1976917,1613718753.3212483,vsl050
random_ksat_28.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,21.51798367500305,SAT,3sat,1613718729.914322,1613718753.4388843,vsl002
random_ksat_50.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,6.143511772155762,SAT,3sat,1613718747.6119232,1613718753.7615757,vsl050
random_ksat_39.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,16.10808491706848,SAT,3sat,1613718736.925306,1613718754.124071,vsl002
random_ksat_53.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.639028787612915,UNSAT,3sat,1613718748.909593,1613718754.3963869,vsl050
random_ksat_60.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41787004470825195,SAT,3sat,1613718754.0486908,1613718754.47112,vsl002
random_ksat_40.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,14.139118671417236,UNSAT,3sat,1613718739.109875,1613718754.5246034,vsl083
random_ksat_5.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9695949554443359,SAT,3sat,1613718753.643606,1613718754.6182375,vsl021
random_ksat_48.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,9.261369943618774,UNSAT,3sat,1613718745.7559428,1613718755.021888,vsl050
random_ksat_61.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41741466522216797,SAT,3sat,1613718754.8094616,1613718755.2345345,vsl002
random_ksat_62.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4172852039337158,SAT,3sat,1613718755.049935,1613718755.4720812,vsl002
random_ksat_63.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41716957092285156,SAT,3sat,1613718755.1842456,1613718755.6059268,vsl083
random_ksat_64.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.0653848648071289,SAT,3sat,1613718756.0016553,1613718756.076254,vsl050
random_ksat_58.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.087904930114746,UNSAT,3sat,1613718751.190021,1613718756.297818,vsl021
random_ksat_65.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41761136054992676,SAT,3sat,1613718756.2058942,1613718756.6284866,vsl083
random_ksat_51.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.697739362716675,SAT,3sat,1613718747.8103957,1613718756.6095788,vsl021
random_ksat_41.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,15.599942207336426,UNSAT,3sat,1613718740.0859816,1613718756.850025,vsl050
random_ksat_54.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.19508957862854,SAT,3sat,1613718749.74476,1613718756.8421185,vsl002
random_ksat_5.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.6395761966705322,SAT,3sat,1613718752.9213142,1613718757.5320435,vsl002
random_ksat_56.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.5010926723480225,SAT,3sat,1613718750.0345802,1613718757.6137402,vsl002
random_ksat_33.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,25.92737865447998,UNSAT,3sat,1613718731.8784437,1613718757.8146589,vsl002
random_ksat_66.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9687137603759766,SAT,3sat,1613718756.9757183,1613718757.9492679,vsl021
random_ksat_67.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9694371223449707,SAT,3sat,1613718757.247672,1613718758.225425,vsl002
random_ksat_6.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4202394485473633,SAT,3sat,1613718758.6556482,1613718759.099423,vsl021
random_ksat_17.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,30.933881282806396,SAT,3sat,1613718728.2562091,1613718759.1981509,vsl050
random_ksat_52.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.912204504013062,UNSAT,3sat,1613718748.1334813,1613718759.145227,vsl021
random_ksat_64.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,2.8307716846466064,SAT,3sat,1613718755.6936288,1613718759.395711,vsl021
random_ksat_70.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.06580424308776855,SAT,3sat,1613718759.7641356,1613718759.835542,vsl021
random_ksat_71.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4170687198638916,SAT,3sat,1613718759.785179,1613718760.2082205,vsl002
random_ksat_61.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.938352823257446,SAT,3sat,1613718754.376051,1613718760.2581878,vsl050
random_ksat_68.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,3.3855392932891846,SAT,3sat,1613718757.5247588,1613718760.9200864,vsl050
random_ksat_65.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.28737735748291,SAT,3sat,1613718756.0058298,1613718761.2338011,vsl002
random_ksat_60.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.497472047805786,SAT,3sat,1613718753.9428797,1613718761.3502667,vsl050
random_ksat_57.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.56727147102356,SAT,3sat,1613718750.76845,1613718761.4282794,vsl021
random_ksat_72.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9686176776885986,SAT,3sat,1613718760.5200033,1613718761.4942439,vsl021
random_ksat_73.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.0208971500396729,SAT,3sat,1613718760.7621315,1613718761.7886827,vsl050
random_ksat_63.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,5.840251684188843,SAT,3sat,1613718755.0898778,1613718761.8841422,vsl002
random_ksat_69.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,4.534015655517578,SAT,3sat,1613718758.2148783,1613718762.7554393,vsl002
random_ksat_76.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4174540042877197,SAT,3sat,1613718762.4399674,1613718762.8622468,vsl021
random_ksat_69.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.887136936187744,SAT,3sat,1613718758.1702015,1613718764.016987,vsl002
random_ksat_77.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.8689625263214111,SAT,3sat,1613718763.3588436,1613718764.2350042,vsl002
random_ksat_70.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.893017768859863,SAT,3sat,1613718758.8590043,1613718764.742917,vsl002
random_ksat_71.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.189454078674316,SAT,3sat,1613718759.7685235,1613718764.8624737,vsl002
random_ksat_50.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,16.746683835983276,SAT,3sat,1613718747.373236,1613718765.186528,vsl021
random_ksat_49.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,18.438385009765625,SAT,3sat,1613718745.9383764,1613718765.3393996,vsl021
random_ksat_62.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.606865882873535,SAT,3sat,1613718755.0236123,1613718765.6894917,vsl050
random_ksat_78.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.0704495906829834,SAT,3sat,1613718764.647405,1613718765.7249837,vsl002
random_ksat_32.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,33.365779399871826,UNSAT,3sat,1613718732.50983,1613718765.885435,vsl050
random_ksat_58.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,14.528469800949097,UNSAT,3sat,1613718751.5110645,1613718766.0470917,vsl021
random_ksat_76.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.130047082901001,SAT,3sat,1613718762.0680826,1613718766.091768,vsl002
random_ksat_7.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4172654151916504,SAT,3sat,1613718765.7676666,1613718766.191264,vsl002
random_ksat_79.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.9693076610565186,SAT,3sat,1613718765.290953,1613718766.2647977,vsl002
random_ksat_66.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,8.749167919158936,SAT,3sat,1613718756.7728004,1613718766.4125557,vsl050
random_ksat_6.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.00117301940918,SAT,3sat,1613718758.4136748,1613718766.5413184,vsl002
random_ksat_80.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41708970069885254,SAT,3sat,1613718766.2281415,1613718766.6527312,vsl021
random_ksat_55.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,15.682858228683472,SAT,3sat,1613718750.0746305,1613718766.7635589,vsl021
random_ksat_81.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.42087888717651367,SAT,3sat,1613718766.4759755,1613718766.9092903,vsl002
random_ksat_83.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.0665736198425293,SAT,3sat,1613718766.898039,1613718766.974502,vsl002
random_ksat_68.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,9.20887804031372,SAT,3sat,1613718757.4130676,1613718767.558837,vsl021
random_ksat_84.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.4174373149871826,SAT,3sat,1613718767.2593796,1613718767.6853576,vsl002
random_ksat_75.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,5.686518907546997,SAT,3sat,1613718762.173118,1613718767.8658586,vsl021
random_ksat_59.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,14.919385433197021,SAT,3sat,1613718752.1666486,1613718767.963259,vsl050
random_ksat_86.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41660499572753906,SAT,3sat,1613718767.6790402,1613718768.1004126,vsl002
random_ksat_72.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.946857690811157,SAT,3sat,1613718760.4942164,1613718768.3542283,vsl021
random_ksat_85.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.4202170372009277,SAT,3sat,1613718767.6447775,1613718769.070357,vsl002
random_ksat_75.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,6.592639923095703,SAT,3sat,1613718762.047574,1613718769.6486347,vsl050
random_ksat_73.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,8.150311708450317,SAT,3sat,1613718760.7639947,1613718769.8890438,vsl021
random_ksat_7.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.0780043601989746,SAT,3sat,1613718765.7973425,1613718769.9701731,vsl021
random_ksat_74.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.600874423980713,UNSAT,3sat,1613718761.6043005,1613718770.1428037,vsl050
random_ksat_89.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,1.0189497470855713,SAT,3sat,1613718769.0550375,1613718770.079368,vsl021
random_ksat_77.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,7.0006232261657715,SAT,3sat,1613718762.5581133,1613718770.4836276,vsl050
random_ksat_8.dimacs,8,cadical,3,2,5.0,1.5,3600,False,0,default,0.41765475273132324,SAT,3sat,1613718770.280371,1613718770.7052116,vsl050
random_ksat_79.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,4.988077163696289,SAT,3sat,1613718764.8392758,1613718770.683176,vsl002
random_ksat_81.dimacs,8,gg-local,3,2,5.0,1.5,3600,False,0,default,3.582458972930908,SAT,3sat,1613718766.5832245,1613718771.0586731,vsl050
